,pdfFile,txtFile,eventDate,eventPlace,locList,geoEvents
335,7325.pdf,7325.txt,27.05.2015,Valea Doftanei,"['ROMANIA', 'Valea Doftanei', 'Prahova', 'Valea Doftanei', 'Tesila nr. 221', 'nr. P89/04.05.2015 si in baza Ordinului\nPrefectului - Judeful Prahova nr. 8', 'Prahova', 'Valea Doftanei', 'Tesila', 'str. Calea Doftanei', 'Prahova', 'Valea Doftanei', 'Tegila', 'str. Calea Doftanei', 'rezistena', 'erodari de', 'Valea Doftanei', 'siguranté', 'Valea Doftanei']",[]
336,74.Drajna-proces%20verbal%20nr.9555%20din%2018.10.2018.pdf,74.Drajna-proces%20verbal%20nr.9555%20din%2018.10.2018.txt,18.10.2018,Drajna,"['ROMANIA', 'Drajna\n\nUrmare a petitiei fam', 'Bucov', 'Pleasa', '.G.A. Prahova', 'Drajna', 'Drajna de Jos', 'Drajna', 'versantul malului stang al', 'raului Teleajen', 'versantii', 'Bucov', 'Pleasa', '5561/11.07.2017', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
337,7456%20din%2019.02.2015.pdf,7456%20din%2019.02.2015.txt,19.02.2015,VALEA CALUGAREASCA,"['ROMANIA', 'VALEA CALUGAREASCA', 'Valea Calugareasca\n\nUrmare', 'Prahova', 'Arva si Dirvari, colecténd\napele pluviale', 'Valea Poienii si Valea Mantei', 'Dirvari', 'Sectorul de drum situat', 'DN1B', 'Valea Saraca', 'Ploiesti', 'zona de deal', 'Valea Saracd', 'Coslegi', 'Dumbrava', 'Coslegi', 'Radila', 'Judetul Prahova', 'Prahova', 'erodari de', 'Valea Calugareasca si', 'Valea Saraca', 'Valea Calugareasca']",[]
338,7485%20din%2018.04.2016.pdf,7485%20din%2018.04.2016.txt,18.04.2016,Prahova,"['ROMANIA', 'Prahova', 'Judetul Prahova nr. 8', 'Prahova', 'cartierul Valea Pietrei si cartierul Jercalai', 'strada\nValea Pietrei', 'Prahova', 'erodari de', 'Prahova']",[]
339,7487%20din%2011.11.2016.pdf,7487%20din%2011.11.2016.txt,11.11.2016,TOMSANI,"['ROMANIA', 'TOMSANI', 'Tomsani', 'Prahova', 'Tomsani', 'Tomsani', 'Loloiasca', 'DN1B in zona km 31', 'DN1B', 'DN 1B', 'Prahova', 'erodari de', 'Tomsani', 'Tomsani']",[]
340,7533%20din%2008.07.2016.pdf,7533%20din%2008.07.2016.txt,08.07.2016,Valea Doftanei,"['ROMANIA', 'Valea Doftanei', 'Prahova', 'Valea Doftanei', 'judetul Prahova', 'Valea Doftanei', 'raul Doftana si viiturilor', 'raului Doftana si gospodaria\nfamiliei Cazacu', 'DJ 102I in zona km 30+500', 'raului Doftana', 'DJ 1021 — zona km 34+100,', 'frontul\n', 'raului', 'raul Doftana', 'erodari\n', 'Valea Negrasului', 'Ermeneasa', 'Tesila', 'str. Lacului', 'raului Doftana', 'raul Doftana', 'raului Doftana', 'Prahova', 'erodari de', 'Valea Doftanei si', 'D.J. 102 I si', 'Valea Doftanei', 'Prahova']",[]
341,76.Posesti-proces%20verbal%20nr.5489%20din%2001.11.2018.pdf,76.Posesti-proces%20verbal%20nr.5489%20din%2001.11.2018.txt,01.11.2018,Nucsgoara de Jos,"['Nucsgoara de Jos', 'Valea Rancezului', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
342,7661.pdf,7661.txt,01.07.2015,Poiana Campina,"['ROMANIA', 'Poiana Campina', 'nr.\n8208/V1/2015', 'Poiana', 'Slt', 'Prahova', 'Poiana Campina\n\nVVVVVVV\n\nA', 'Poiana Campina', 'Bobolia', 'Ua 17A', 'primaria Poiana Campina', 'raul Prahova', 'Prahova', 'Dn 500', 'Prahova', 'erodari de', 'Poiana Campina', 'raului Prahova', 'Poiana Campina', 'Judetul Prahova', 'Poiana Campina', 'Prahova', 'Poiana Campina']",[]
343,7665%20din%2013.04.2018.pdf,7665%20din%2013.04.2018.txt,13.04.2018,.G.A. Prahova,"['ROMANIA', '.G.A. Prahova', 'Prahova', 'Urlati', 'Urlati', 'str. Valea Pietrii', 'Urlati', 'str. Valea Pietrii', 'Sténa', 'Beciu', 'Prahova', 'Prahova', 'erodari de', 'activitdgilor de urmarire curentd']",[]
344,7671%20din%2031.10.2016.pdf,7671%20din%2031.10.2016.txt,{alomita,Bertea,"['ROMANIA', 'Bertea', 'paraul Bertea', 'Piata\nComunala', 'paraul Bertea', 'versantul malului', 'judetul\nPrahova', 'Bertea', 'Prahova', 'Bertea', 'Prahova', 'Prahova', 'erodari\n', 'alin.6.1', '.G.A. Prahova']",[]
345,7672%20din%2021.10.2016.pdf,7672%20din%2021.10.2016.txt,21.10.2016,Soimari,"['ROMANIA', 'Soimari', 'Prahova', 'Prahova', 'Soimari', 'Soimari', 'Lopatna', 'Magura', 'Sarata', 'Lopatna', 'Buzau si umplutura de piatra', 'Prahova', 'erodari de', 'paraul Loptana', 'paraul Sarata', 'Soimari']",['Targului comunal']
346,77.Ploiesti-proces%20verbal%20nr.3904%20din%2026.11.2018.pdf,77.Ploiesti-proces%20verbal%20nr.3904%20din%2026.11.2018.txt,26.11.2018,Ploiesti,"['ROMANIA', 'Ploiesti', 'Prahova', 'Ploiesti $', 'Ploiesti', 'str.\nIndependentei, nr.8', 'Ploiesti', 'Ploiesti', 'Judetul Prahova', 'erodari de']",[]
347,78.Izvoarele-proces%20verbal%20nr.6974%20din%208.10.2018.pdf,78.Izvoarele-proces%20verbal%20nr.6974%20din%208.10.2018.txt,20.01.2015,Izvoarele,"['ROMANIA', 'Izvoarele\n\nA', 'Izvoarele jud', 'Prahova', 'raului Crasna', 'Mentionam', 'raului Crasna si', 'Prahova', 'erodari de', 'Prahova']",[]
348,7853%20din%2001.07.2016.pdf,7853%20din%2001.07.2016.txt,01.07.2016,Brebu,"['ROMANIA', 'Brebu\n\nfn urma', 'Prahova', 'Brebu', 'judetul Prahova', 'Pietriceaua', 'DC 4', 'Pietriceaua', 'DC 4C', 'Pietriceaua', 'DC 4C', 'Pietriceaua', 'Pietriceaua', 'Pietriceaua', 'Podu Cheii si DJ 1021', 'DJ 1021', 'cartierul Seci_ si sat', 'Brebu Manastirei', 'Brebu', 'Prahova', 'Prahova', '.G.A. Prahova', 'Brebu\n\n', 'Brebu\n\n', 'Brebu\n\n', 'Prahova']",[]
349,7873.pdf,7873.txt,20.01.2015,Berceni,"['ROMANIA', 'Berceni', 'Berceni', 'Berceni', 'strazii Cocos”', 'Berceni', 'Valea Mare 1, Valca Mare 2', 'Valea Mare 3\nsi Pantazeanca', 'distanté', 'Berceni', 'satul Pantazi.\n\n', 'Prahova', '.G.A. Prahova', 'erodari de', 'Berceni', 'strazii Cocos', 'Berceni', 'Berceni', 'Pantazi', 'raul Teleajen', 'Berceni', 'Prahova']",[]
350,788%20din%2012.04.2018.pdf,788%20din%2012.04.2018.txt,12.04.2018,Salcia,"['ROMANIA', 'Salcia', 'Salcia', 'judetul Prahova', 'Valea Cainelui si zone', 'siguranté', 'paraul Valea Cainelui', 'Prahova', 'erodari de', 'Judetul Prahova', 'Slt']",[]
351,789%20din%2017.04.2018.pdf,789%20din%2017.04.2018.txt,17.04.2018,Secaria,"['ROMANIA', 'Secaria\n\nfn', 'Prahova', 'Secaria', 'judetul Prahova', 'Secaria', 'Punctul Jitaru', 'talvegului cu aprox', 'Prahova', 'erodari de', 'DC 1B', 'Prahova']",[]
352,7920.pdf,7920.txt,14.10.2015,27.10.2015,"['ROMANIA', '27.10.2015\n\n', 'Singeru', 'Prahova', 'Prahova', 'Singeru', 'zona km 12+000', 'malul sténg', 'Buzau', 'Prahova', '.G.A. Prahova', 'erodari de', 'Singeru', 'zona km 12+000', 'zona km 12+000', '27.10.2015\n\n4', 'Singeru', 'Prahova']",[]
353,797-22.04.2015.pdf,797-22.04.2015.txt,22.04.2015,Surani,"['ROMANIA', 'Surani', 'Prahova', 'Surani', 'Surani', 'scrisé)', 'Prahova', 'erodari de', 'Prahova', 'Surani']",[]
354,8.Batrani%20-proces%20verbal%20nr.%202746%20din%2030.06.2018.pdf,8.Batrani%20-proces%20verbal%20nr.%202746%20din%2030.06.2018.txt,29.06.2018,Batrani,"['ROMANIA', 'Batrani', 'Prahova', 'Batrani', 'judetul Prahova', 'malul stang', 'DC\n34', 'Poiana Mare', 'Poiana Mare', 'DC 34', 'talvegului.\n\n', 'Prahova', 'erodari de', 'DC 34', 'Batrani', 'Judetului Prahova']",[]
355,80.Poiana%20Campina-proces%20verbal%20nr.8225%20din%2025.08.2018.pdf,80.Poiana%20Campina-proces%20verbal%20nr.8225%20din%2025.08.2018.txt,25.08.2018,Poiana Campina,"['ROMANIA', 'Poiana Campina', 'Poiana Campina', 'Poiana Campina', 'Poiana Campina trotuarul', 'Poiana', 'Campina', 'DJ 101P in aceasta zona', 'Prahova', 'erodari de\n', 'Poiana Campina', 'Prahova']",[]
356,8078%20din%2015.03.2018.pdf,8078%20din%2015.03.2018.txt,15.03.2018,Valea Calugareasca,"['ROMANIA', 'Valea Calugareasca\n\nUrmare', 'Valea Calugareasca', 'ravena', 'Valea\nMantei si traverseaza DN1B.', 'imediata vecinatate', 'DN1B', 'Nicovani', 'imediata vecinatate', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",[]
357,809%20din%2012.04.2018.pdf,809%20din%2012.04.2018.txt,12.04.2018,Chiojdeanca,"['ROMANIA', 'Chiojdeanca\n\nfn urma', 'Prahova', 'Chiojdeanca', 'judetul Prahova', 'Trenu, locuinta Bucurica Ioana', 'Trenu, anexe gospodaresti', 'Trenu, locuinta de circa', 'Trenu, alunecare de teren', 'Trenu', 'Nucet', 'punctul Samoila', 'Nucet', 'punctul Fatu', 'Nucet', 'Prahova', 'Prahova', 'erodari de', 'DC 51', 'DJ 234', 'documentaftii', 'Prahova', 'Sing']",[]
358,815%20din%2013.04.2018.pdf,815%20din%2013.04.2018.txt,13.04.2018,Lapos,"['ROMANIA', 'Lapos\n\nUrmare', 'Slt', 'DJ 235', 'DJ 235', 'Prahova', 'Prahova', 'erodari de\n', 'Sing']",[]
359,8166.pdf,8166.txt,09.08.2010,PRIMARIA BUSTENI,"['ROMANIA', 'PRIMARIA BUSTENI\n\nBulevardul L. 91', 'Tel', 'orasului Busteni', 'paraului Valea Babei', 'str. Radu', 'Afumati si', 'str. Mihai Bravu:\n\nIn aceasta zona', 'Poiana Poiana Tapului', 'Valea Babei', 'strazilor Mihai Bravu si Radu', 'Afumati', 'retelei de apa']",[]
360,82.Sinaia-proces%20verbal%20nr.23763%20din%2031.08.2018.pdf,82.Sinaia-proces%20verbal%20nr.23763%20din%2031.08.2018.txt,20.01.2015,orasului Sinaia,"['ROMANIA', 'orasului Sinaia\n\nUrmare', 'Prahova', 'Sinaia', 'DJ 713', 'DJ 713', 'zona km 3+300, km 3+400, km\n4+200”', 'Judetul Prahova', 'Prahova', 'erodari de', 'DJ 713 in zonele\nkm 3+300, km 3+400 si km 4+200.', 'Prahova', 'Prahova']",[]
361,820578.pdf,820578.txt,17.05.2010,DC 34,"['ROMANIA', 'ROMANIA', 'DC 34', 'DC 34', 'Batrani', 'Poiana\nMare', 'Batrani', 'DC 34', 'DC 34', 'Batrani', 'Poiana Mare', 'Prund', 'Prund', 'Prund', 'Prund', 'DC 34', 'DC 34', 'Poiana Mare', 'Poiana Mare', 'Batrani', 'DATA/PERIOADA PRODUCERIE 2010\n\n.', 'DC 34', 'DC 34', 'Batrani', 'Poiana Mare', 'Prund', 'Prund', 'Batrani', 'Prund', 'Prund', 'Ky BS\n\nhon aa Rien nT\n\nen\n', 'DATA/PERIOADA PRODUCER', 'DC 34', 'DC 34', 'Batrani', 'Poiana Mare', 'Batrani', 'Gibea', 'Beldiman', 'DATA/PERIOADA PRODUCERY', 'DC 34', 'DC 34', 'DC 34', 'Poiana Mare', 'Batrani', 'Poiana Mare', 'Batrani', 'Zs']",[]
362,821065.pdf,821065.txt,02.06.2010,PRIMARIA ORASULUI COMARNIC,"['ROMANIA', 'PRIMARIA ORASULUI COMARNIC', 'Republicii nr.104', 'cartierul Vatra Sat:\n\n- pe', 'strada Secarici', 'DJ LOLS, km 1,3', 'strada Cumpenelor', 'Secaria', 'strada Garlici, in punctul ,', 'faneata', 'strada Malul Luncii', 'cartierul Poiana:\n\n- in punctul ,', 'Munteni', 'DN1', 'Terecoasaé', 'Sinaia', 'Vuk', 'ROMANIA', 'PRIMARIA ORASULUI COMARNIC', 'Republicii ar.104', 'Ploiesti', 'B-dul Republicii nr. 2-4', 'Prahova', 'Ploiesti', 'b-dul Republicii nr', 'Prahova', 'Str. Rudului nr. 96', 'Ploiesti', 'Str. Gheorghe Doja nr. 34-38', 'Ploiesti']",[]
363,822578.pdf,822578.txt,25.07.2019,Valea Doftanei,"['ROMANIA', 'Valea Doftanei', 'Valea Doftanei', 'Ermeneasa']",['JUDETUL PRATIOVA']
364,823631.pdf,823631.txt,08.08.2010,str. Mihai Bravu,"['str. Mihai Bravu\n\n- refacere', 'Afumati', 'Poiana Tapului', 'Afumati', 'Poiana Tapului', 'str. Radu', 'Afumati', 'Poiana Tapului', 'str. Radu', 'Afumati', 'Poiana Tapului', 'retelei de apa', 'ROMANIA', 'Bulevardul Libertatii nr', 'Tel', 'Poiana Tapului', 'str. Mihai Bravu', 'str. Radu', 'Afumati', 'Valea Babei si-', 'strazilor Mihai Bravu si Radu', 'Afumati', 's~\n\ne au prabusit', 'Valea Babel\n\n-s-ascos apa dincase']",[]
365,823898.pdf,823898.txt,azi 15.09.2010,Str. Republicii nr.104,"['ROMANIA', 'Str. Republicii nr.104', 'Zive', 'strada Garlici, in punctul ,', 'strazii Garlici', 'strada Garlici ) si', 'strada Valea Candii', 'strada Scolii', 'Bucuresti', 'str. M. Rosetti nr.10', 'sector 2', 'valea Comarnicului', 'vaii intreaga vegetatie']",[]
366,824%20din%2028.01.2016.pdf,824%20din%2028.01.2016.txt,28.01.2016,TELEGA,"['ROMANIA', 'TELEGA', 'Telega\n\nUrmare a petitiei Prahova', 'Prahova', 'Telega', 'D.J. 100 E', 'strada Principal', 'Telega', 'Telega', 'paraul Telega', 'Telega', '.G.A. Prahova', 'Decolmatare', 'Telega', 'Telega', 'Telega', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'Telega\n\nTermen', 'Telega', 'Telega', 'Telega\n\nTermen', 'Prahova']",[]
367,"83.Banesti-proces%20verbal%20nr.9453%20din%2025,08.2018.pdf","83.Banesti-proces%20verbal%20nr.9453%20din%2025,08.2018.txt",25.08.2018,Banesti,"['ROMANIA', 'Banesti\n\nA. DESCRIEREA SITUATIEI', 'Banesti', 'Banesti', 'DJ 100D catre drumul national', 'DN1 si proprietatile\nlimitrofe', 'Prahova', 'Banesti', 'Banesti', 'Prahova', 'Banesti\n\nviceprimar']",[]
368,8300%20din%2003.10.2016.pdf,8300%20din%2003.10.2016.txt,03.10.2016,Ceptura,"['ROMANIA', 'Ceptura\n\nin urma', 'Ceptura', 'judetul Prahova', 'Ceptura', 'Zona Micsunel”', 'DJ 102N', 'Zona Micsunel', 'asigurd', 'Prahova', 'Prahova', 'erodari de\n']",[]
369,832%20din%2021.06.2017.pdf,832%20din%2021.06.2017.txt,21.06.2017,Jugureni,"['ROMANIA', 'Jugureni', 'Jugureni', 'judetul Prahova', 'Jugureni', 'Marginea Padurii si Valea Unghiului', 'DJ 100 H', 'si in sant;\n\n- in satul', 'Valea Unghiului', 'DJ 100 H', 'Niscov', 'DJ 100H. In aval', 'Jugureni', 'Jugureni', 'Prahova', 'Prahova', 'erodari de', 'Grajdana', 'Tisdu', 'judetul Buzau', 'DJ 100 H', 'DJ 100 H']",['Vileu gh\n\n4\n\nPrimaria com Ae Jugureni']
370,839%20din%2017.03.2017.pdf,839%20din%2017.03.2017.txt,17.03.2017,DJ 710,"['ROMANIA', 'DJ 710', 'DJ 710', 'Prahova', 'erodari de', 'DJ 710 si']",[]
371,85.Breaza-proces%20verbal%20nr.13547%20din%2014.09.2018.pdf,85.Breaza-proces%20verbal%20nr.13547%20din%2014.09.2018.txt,14.09.2018,orasului Breaza,"['ROMANIA', 'orasului Breaza\n\nUrmare', 'Prahova', 'reactivari', 'Strada Valea Morii', 'Strada Primaverii', 'Strada Daliilor', 'Strada Dorobanti', 'Strada Ocinei', 'DJ 710', 'DJ 710 si', 'Strada Salcamilor', 'aprx 200-250 m', 'Drumul Judetean DJ 101R, pet Piciorea', 'aprx 1,5 m de imobil', 'Mentionam', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Breaza', 'Breaza', 'Prahova']",[]
372,8552%20din%2007.06.2017.pdf,8552%20din%2007.06.2017.txt,07.06.2017,strada Poienitei,"['ROMANIA', 'strada Poienitei', 'strada Salcamilor', 'strada Daliilor', 'Judetul Prahova', 'Prahova', 'erodari de\n']",[]
373,86.Provita%20de%20jos-proces%20verbal%20nr.2422%20din%2011.06.2018.pdf,86.Provita%20de%20jos-proces%20verbal%20nr.2422%20din%2011.06.2018.txt,20.01.2015,DJ 100 E,"['ROMANIA', 'DJ 100 E', 'imediata vecinatate', 'str. Principala', 'Draganeasa', 'DC 117', 'Draganeasa', 'DC 117', 'Draganeasa', 'DC 117', 'Draganeasa', 'Draganeasa', 'Jatime', 'Judetul Prahova', 'Judetul Prahova', 'erodari de', 'locuinté', 'str. Principala', 'DJ 100E\nTermen:', 'DJ 100 E si']",[]
374,865-11.03.2015.pdf,865-11.03.2015.txt,11.03.2015,Prahova,"['ROMANIA', 'Prahova', 'DJ231', 'fagase', 'scrisé)', 'Prahova', 'erodari de', 'DJ231', 'Prahova']",[]
375,8651%20din%2016.05.2016.pdf,8651%20din%2016.05.2016.txt,16.05.2016,Scorteni,"['ROMANIA', 'Scorteni\n\nfn urma', 'Prahova', 'Scorteni', 'judetul Prahova', 'Runcu', 'Bordenii Mari', 'str.Runcu', 'str. Albia Runcului viitura', 'str.Runcu', 'str.Albia Runcului', 'str.M.Eminescu', 'str.Buzesti si Mihai Viteazul', 'apele paraului Runcu', 'str.M Eminescu la nr 28 apa pluviala', 'Bordenii Mici\n\n1', 'str.Buturugi—str', 'Unirii', 'str.Valea Scortii, apa pluviala', 'Valea Scortii', 'Lazului viitura', 'str. Furtunesti nr 7-9', 'str.Furtunesti apele', 'colmatand viroaga de langa\nUngureanu', 'str.Schelei', 'str.Schelei viitura', 'Vlaicu si', 'Lepadatu', 'gospodaria', 'torentului Mislea Seaca', 'paraul Mislea apele', 'gospodariei Samoila apele', 'malul stang si', 'versantul si padurea', 'str.Schelei', 'stanga str.Radu Paise', 'strada si gospodariile', 'malul stang', 'aleea Ciocarliei', 'apele paraului Mislea', 'apele paraului Telega', 'str. Valea Telegii la Mihalache, torentul format', 'aleea Liliacului', 'Telega', '].J.C.', 'Prahova', 'Prahova', 'erodari de', 'DJ100E', 'DJ 100E', 'Judetul Prahova', 'Prahova']",[]
376,87.Ceptura-proces%20verbal%20nr.5455%20din%2008.06.2018.pdf,87.Ceptura-proces%20verbal%20nr.5455%20din%2008.06.2018.txt,20.01.2015,Prahova,"['ROMANIA', 'Prahova', 'Soimesti', 'DJ 102N', 'Micsunel', 'Ceptura de Sus', 'Popa intre km 5+', 'DJ 102 N', 'Ceptura”', 'scrisd', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'siguranté', 'DJ 102 N in punctele', 'Prahova', 'Prahova']",[]
377,8775%20din%2025.08.2017.pdf,8775%20din%2025.08.2017.txt,25.08.2017,Valea Doftanei,"['ROMANIA', 'Valea Doftanei', 'Prahova', 'Valea Doftanei', 'judetul Prahova', 'DJ 102 I de la km 40+910 pana la km 45+910', 'DJ 102 I de la km 45+910', 'fagase', 'DJ 101 T de la km 2+100 pana la km 5+500', 'Prahova', 'erodari de', 'Prahova']",[]
378,88.Poiana%20Campina-proces%20verbal%20nr.5226%20din%2011.06.2018.pdf,88.Poiana%20Campina-proces%20verbal%20nr.5226%20din%2011.06.2018.txt,20.01.2015,Poiana Campina,"['ROMANIA', 'Poiana Campina', 'Poiana Campina', 'Poiana Campina', 'Poiana Campina', 'Pitrisu', 'Valea Tulburii', 'Campina', 'DJ 101T', 'calea feraté Bucuresti-Brasov si', 'raul Prahova', 'Bobolia', 'punctul DCL219-Bobolia', 'Valea Tisei', 'Prahova', 'Prahova', '.G.A. Prahova', 'erodari de', 'Poiana Campina', 'Poiana Campina', 'Poiana Campina', 'Prahova', 'Poiana Campiya']",[]
379,89.Valea%20Doftanei-proces%20verbal%20nr.6554%20din%2003.07.2018.pdf,89.Valea%20Doftanei-proces%20verbal%20nr.6554%20din%2003.07.2018.txt,03.07.2018 sO,= copran,"['ROMANIA', '= copran', 'Valea Doftanei', 'Prahova', 'Valea Doftanei', 'judetul Prahova', 'Tesila', 'str. Lacului', 'raului Doftana', 'raul Doftana', 'raului Doftana', 'raul Doftana si viiturilor', 'raului Doftana si gospodaria familiei', 'Tesila', 'Tesila', 'DJ 102 I Campina', 'Valea Doftanei', 'Valea Cerbilor', 'Valea Doftanei', 'DJ 102 I la km 21+200', 'DJ 102 I la km 23+100', 'DJ 102 I la km 33+000', 'DJ 102 I la km 33+200', 'Traisteni', 'Izlaz Negras', 'paraul Florei', 'raul Doftana', 'DJ 101 S', 'Valea Doftanei', 'Secaria', 'Valea Negrasului', 'Valea lui Sterp', 'Mogosoaia-Negras', 'Valea Ursilor', 'Bran', 'raului Doftana', 'DJ 102I', 'zona km 34', 'frontul\n', 'Prahova', '.G.A. Prahova', 'erodari de', 'siguranté', 'strazi si in zona proprietatii\nfamiliei Cazacu', 'Valea Doftanei si', 'siguranté', 'Prahova']",[]
380,894%20din%2006.04.2016.pdf,894%20din%2006.04.2016.txt,06.04.2016,Prahova,"['ROMANIA', 'Prahova', 'Surani', 'Surani', 'indicd', 'PT', 'scrisd', 'erodari de', 'Prahova']",[]
381,9.Batrani%20-proces%20verbal%20nr.%202689%20din%2027.06.2018.pdf,9.Batrani%20-proces%20verbal%20nr.%202689%20din%2027.06.2018.txt,20.01.2015,Batrani,"['ROMANIA', 'Batrani', 'Prahova', 'Batrani', 'judetul Prahova', 'Batrani', 'Batraneanca', 'DC 34 si o latime', 'Batraneanca', 'DC 34', 'Poiana Mare', 'Batrani', 'Batrani', 'cca.1,5 m', 'Batrani', 'DC 34', 'Prahova', 'erodari de', 'DC 34', 'Batrani']",[]
382,90.Sinaia-proces%20verbal%20nr.18998%20din%2010.07.2018.pdf,90.Sinaia-proces%20verbal%20nr.18998%20din%2010.07.2018.txt,10.07.2018,orasului Sinaia,"['ROMANIA', 'orasului Sinaia', 'Prahova', 'Datorité', 'orasului Sinaia', 'str. Calea Codrului si str. Gheorghe Doja', 'strazii Gheorghe Doja', 'strada Calea Codrului', 'str. Ghe Doja', 'strada Theodor Aman', 'Porumbei', 'strada Pustnicului nr. 29 in', 'Bajenaru', 'strazile Sitarilor', 'Pustnicului', 'strada\nPrivighetorilor', 'Porumbei', 'strada Tirul', 'Privighetorilor', 'str. Privighetorilor nr.\n37', 'strada Aosta', 'str. Vascului', 'Bulevardul Ferdinand', 'km1', 'Brasov', 'str. Mandstirii nr. 7', 'str. Prundului', 'datoriti', 'raul Prahova', 'Prahova', 'Prahova', 'erodari de', 'strazilor si drumurilor', 'Prahova', 'Judetului Prahova\n\nSit']",[]
383,900%20din%2017.02.2015.pdf,900%20din%2017.02.2015.txt,20.01.2015,TELEGA,"['ROMANIA', 'TELEGA', 'Telega', 'Prahova', 'punct Balga', 'Telega', 'DC 5 Telega -', 'Sarata', 'Sarata', 'talvegului\n\ncu aproximativ', 'scrisd', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'Telega', 'Prahova', 'Prahova', 'Telega']",[]
384,91.Cerasu-proces%20verbal%20nr.3481%20%20din%2003.07.2018.pdf,91.Cerasu-proces%20verbal%20nr.3481%20%20din%2003.07.2018.txt,10.07.2018,Cerasu,"['ROMANIA', 'Cerasu', 'Cerasu', 'judetul Prahova', 'desfMsoara', '| ha', 'Microsistem', 'Cerasu', 'Drajna', 'imediata vecinatate', 'Gospodaria de apa', 'Cerasu', 'Valea\nBerului', 'Valea Borului', 'DC 30', 'DC 30', 'DC 26', 'malul stang al paraului Valea Lespezii', 'Jungime', 'Valea Lespezii', 'punctul Pucioasa', 'DC 26', 'Valea\nLespezii', 'Valea Coltului', 'Prahova', 'Prahova', '.G.A. Prahova', 'erodari de', 'si studieril zonelor si', 'Cerasu']",[]
385,913-27.04.2015.pdf,913-27.04.2015.txt,27.04.2015,Judetul Prahova nr. 8,"['ROMANIA', 'Judetul Prahova nr. 8', 'Prahova', 'Salcia', 'punctul Francu Victoria', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Valea\nCainelui si acces islaz', 'Prahova', 'Prahova']",['LS.U.J.']
386,9146.pdf,9146.txt,07.05.2015,strada Arionestii Vechi,"['ROMANIA', 'strada Arionestii Vechi', 'afectaénd', 'Urlati', 'strada Arionestii Vechi', 'activaté', 'erodari de', 'comanddé', 'Judetuluj', 'Prahova']",[]
387,92.Sotrile-proces%20verbal%20nr.%204056%20%20din%2010.07.2018.pdf,92.Sotrile-proces%20verbal%20nr.%204056%20%20din%2010.07.2018.txt,03.07.2018,Sotrile,"['ROMANIA', 'Sotrile', 'judetul Prahova', 'DJ207', 'Virforeni', 'Sotrile', 'DJ 207 (km 6+800 la km 6+850', 'ROMANIA', 'Prahova', 'Judetul Prahova nr. 8', 'Prahova', 'Podenii Noi', 'DJ 102 M, km 10+930', 'Popesti', 'Popesti', 'Judetul Prahova', 'Judetul Prahova', 'Podenii Noi', 'DJ 102 M, si', 'DJ 102 M,\nin zona afectata', 'si soluiilor de interventie', 'Podenii Noi', 'Prahova']",[]
388,9241.pdf,9241.txt,15.07.2015,Valea Doftanei,"['ROMANIA', 'Valea Doftanei', 'Prahova', 'Valea Dofianci', 'Tesila', 'str. Lacului', 'raul Doftana', 'raul Doftana', 'Valea Tesilei', 'Prahova', '.G.A. Prahova', 'erodari de', 'Prahova']",[]
389,9411.pdf,9411.txt,14.07.2015,Mentionam,"['ROMANIA', 'Mentionam', 'Prahova', 'Slt', 'Sing']",[]
390,9520%20din%2022.05.2017.pdf,9520%20din%2022.05.2017.txt,22.05.2017,Prahova,"['ROMANIA', 'Prahova', 'judetul Prahova', 'DJ 102 C', 'strada Orzoaia de Jos', 'cartierul 11 Tunie si conducta de\ntransport titei', 'strada Jercalai', 'imprejmuiril', 'Prahova', 'erodari de', 'DJ 102 C', 'personaiul\n\n', 'Prahova', 'Sing']",[]
391,9668-30.03.2015.pdf,9668-30.03.2015.txt,30.03.2015,Brazi,"['ROMANIA', 'Brazi', 'Brazi', 'str. Zambilelor nr.42 si\nin baza Ordinului Prefectului', 'Brazi\n\n> Sef S.V.S.U.', 'Brazi', 'Prahova', 'erodari de', 'Brazi', 'Brazi']",[]
392,9780%20din%2031.08.2017.pdf,9780%20din%2031.08.2017.txt,31.08.2017,orasului Comarnic,"['ROMANIA', 'orasului Comarnic\n\nfn urma', 'Prahova', 'Comarnic', 'judetul Prahova', 'Comarnic', 'orasului', 'cartierul Ghiosesti', 'cartierul Vatra Sat', 'strada Batrdioarei', 'strazile Merilor, Apelor, Costisului, Batrdioarei', 'Valea Sarului', 'Bodovanu', 'Poiana Ciurii', 'ravenelor', 'orasului', 'versanti', 'DN1', 'Comarnic', 'Prahova', 'Prahova', 'erodari de', 'Prahova']",[]
