,pdfFile,txtFile,eventDate,eventPlace,locList,geoEvents
134,2448%20din%2021.10.2016.pdf,2448%20din%2021.10.2016.txt,21.10.2016,Prahova,"['ROMANIA', 'Prahova', 'nr. 17209/E/II/VI/17', 'Prahova', 'D.C. 50', 'Udresti', 'Apostolache', 'D.J. 102 C', 'raului Cricovul Sarat', 'raul Cricovul Sarat', 'D.J. 102 C.\n\nB. MASURI CARE', 'Prahova', 'erodari de', 'D.C. 50', 'D.C. 50', 'Prahova']",[]
135,2465.pdf,2465.txt,06.05.2015,Prahova,"['ROMANIA', 'Prahova', 'Teisani', 'Valea Stilpului', 'Olteni si Teisani', 'Olteni', 'Stubeiu', 'DC 144:\n\n- in zona km 0+', 'zona km 1+200, in dreptul proprietatii Chirité Ion', 'Valea Petcului', 'zona km 1+600, in punctul “Fanténa Mare”', 'Valea Petcului', 'Valea Petcului', 'Prahova', 'erodari de', 'Prahova']",[]
136,2486%20din%2016.03.2017.pdf,2486%20din%2016.03.2017.txt,16.03.2017,Poiana Campina,"['Poiana Campina', 'Poiana Campina', 'Poiana Campina', 'Poiana Campina', 'DJ 101 P', 'malul stang al paraului Tulburea', 'DJ 101 P.\n\n- pe', 'raul Prahova', 'raului Prahova', 'Dn 500', 'Poiana Campina', 'str. Tulburii', 'malul stang\nal paraului Tulburea', 'Prahova', 'erodari de', 'Poiana Campina', 'Poiana Campina', 'DJ 101 P', 'Poiana Campina', 'Prahova', 'Poiana Campina']",[]
137,2492.pdf,2492.txt,20.01.2015,Prahova,"['ROMANIA', 'Prahova', 'Nucet', 'DC44 spre Valeni de Munte', 'Nucet', 'DC44 in zona', 'versantul drept perpendicular pe drum,\n\n- in com.', 'Bogdanesti', 'fagase', 'str. Ecaterina M&nescu, nr. 413', 'DC 44 si', 'str. Ecaterina Manescu', 'Prahova', 'Slt', 'Prahova']",[]
138,25.Soimari-proces%20verbal%20nr.6544%20din%2025.08.2018.pdf,25.Soimari-proces%20verbal%20nr.6544%20din%2025.08.2018.txt,25.08.2018,Soimari,"['ROMANIA', 'Soimari', 'Soimari', 'Lopatna', 'punctul Ghioldus', 'Lopatna', 'fagase', 'Soimari', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Prahova', 'Soimari']",[]
139,2506%20din%2015.062016.pdf,2506%20din%2015.062016.txt,15.06.2016,Starchiojd,"['ROMANIA', 'Starchiojd', 'Prahova', 'Starchiojd', 'judetul Prahova', 'Starchiojd', 'Stamnic', 'Starchiojd', 'judetul Prahova', 'Prahova', 'erodari de', 'Starchiojd', 'Prahova']",[]
140,2509%20din%2007.08.2017.pdf,2509%20din%2007.08.2017.txt,20.01.2015,Gornet Cricov,"['ROMANIA', 'Gornet Cricov', 'Gornet Cricov', 'judetul Prahova', 'DJ 102 R de la km 0+350 pana la km 0+600', 'DJ 102 C', 'fagase', 'DJ 102 R si DJ 102 C', 'Prahova', 'erodari de']",[]
141,2519.pdf,2519.txt,Nr.257in 17.06.2015,Prahova,"['ROMANIA', 'Prahova', 'Prahova', 'Starchiojd', 'DC 139', 'Starchiojd', 'Drajna', 'Batrani', 'Prahova', 'Prahova', 'erodari de', 'DC 139', 'Starchiojd', 'Prahova']",[]
142,2572%20din%2011.06.2016.pdf,2572%20din%2011.06.2016.txt,11.06.2016,Prahova,"['ROMANIA', 'Prahova', 'Bertea', 'Prahova', 'Lutu Rosu', 'Lutu Rosu', 'Bugheni', 'Lutu Rosu', 'scrisd', 'Prahova', 'erodari de', 'DJ 101T, in', 'Bugheni', 'Prahova']",[]
143,26.Vilcanesti-proces%20verbal%20nr.5431%20din%2025.08.2018.pdf,26.Vilcanesti-proces%20verbal%20nr.5431%20din%2025.08.2018.txt,25.08.2018,VILCANESTI,"['ROMANIA', 'VILCANESTI', 'DJ 218, si a drumurilor locale', 'Vilcanesti', 'DJ 218', 'Branzari', 'Vilcanesti', 'Vilcanesti', 'Vilcanest', 'fagase', 'Vilcanesti', 'Trestioara', 'consolidari', 'VILCANESTI', 'Prahova', 'erodari\n', 'DJ 218']",[]
144,2613%20din%2007.12.2016.pdf,2613%20din%2007.12.2016.txt,20.01.2015,Salcia,"['ROMANIA', 'Salcia', 'Salcia', 'judetul Prahova', 'Salcia', 'punctul Francu Victoria', '|5m', 'Prahova', 'Prahova', 'erodari de', 'Judefului Prahova', 'Qe\n\n']",[]
145,2636%20din%2011.05.2017.pdf,2636%20din%2011.05.2017.txt,11.05.2017,Alunis,"['ROMANIA', 'Alunis', 'Alunis', 'Alunis', 'Alunis', 'paraul Alunis', 'Alunis', 'strada Valea Copilului', 'Alunis', 'Prahova', 'erodari de', 'Alunis']",[]
146,2686-06.04.2015.pdf,2686-06.04.2015.txt,06.04.2015,Drajna,"['ROMANIA', 'Drajna\n\nUrmare adresei', 'Prahova', 'Drajna', 'Drajna', 'Drajna de Sus', 'strada Stubeiului', 'Drajna si', 'Drajna', 'Drajna de Sus', 'strada Cojocari nr. 27', 'frontul', 'Drajna', 'Drajna de Sus', 'strada Cojocari', 'Ogratineanca', 'Rosu', 'Drajna', 'Drajna de Jos', 'raului Teleajen si', 'Drajna', 'Drajna de Jos', 'strada Libertatii', 'Drajna si', 'Prahova', '.G.A. Prahova', 'erodari de', 'siguranté', 'Teleajen', 'Drajna si Ogratineanca', 'Prahova']",['DJ230 si DJ102B']
147,27.Bertea-proces%20verbal%20nr.4282%20din%2025.08.2018.pdf,27.Bertea-proces%20verbal%20nr.4282%20din%2025.08.2018.txt,25.08.2018,"DJ 101 T, si a drumurilor locale","['ROMANIA', 'DJ 101 T, si a drumurilor locale', 'Lutu Rosu', 'DJ 101 T', 'producand afuierea', 'DJ 101T punct ""Scoala Lutu Rosu\'""', 'DJ 101 T in punctul ""Telerez""', 'Dj 101T punct ""Cojocarel""', 'adrumului', 'DJ 101 T', 'insumata', 'DJ 101T, pod peste', 'Tiganie', 'Prahova', 'Lutu Rosu', 'Lutu Rosu', 'Prahova', 'erodari\n', 'DJ 101 T']",[]
148,272%20din%2018.02.2015.pdf,272%20din%2018.02.2015.txt,18.02.2015,Prahova,"['ROMANIA', 'Prahova', 'Trenu', 'DC 51', 'DC 51', 'talvegului', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Prahova', 'Prahova']",[]
149,2744%20din%2005.12.2016.pdf,2744%20din%2005.12.2016.txt,05.12.2016,Surani,"['ROMANIA', 'Surani\n\nfn urma', 'Prahova', 'Surani', 'judetul Prahova', 'Surani', 'DJ 100 M', 'DJ 100 M', 'Prahova', 'Prahova', 'erodari de', 'Surani']",[]
150,2745-29.04.2015.pdf,2745-29.04.2015.txt,29.04.2015,Gura Vitioarei,"['ROMANIA', 'Gura Vitioarei\n\nUrmare a', 'nr. 1889/29.04.2015 si in baza Ordinului\nPrefectului Judetului Prahova nr. 8', 'Sing', 'Prahova', 'GuraVitioarei', 'Gura Vitioarei', 'DC 7', 'Poiana Copiceni', 'Bughea de Jos', 'DC 17', 'paraului Bughea', 'Bughea de Jos', 'DC 17', 'Bughea de Sus', 'paraului Bughea.', 'Bughea de Sus si Bughea de Jos', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Gura Vitioarei', 'Gura Vitioarei', 'Gura Vitioarei', 'Prahova', 'Prahova', 'Sing', 'Gura Vitioarei\nprimar']",[]
151,2764%20din%2004.04.2018.pdf,2764%20din%2004.04.2018.txt,03.04.2018,constatare/evaluare,"['ROMANIA', 'constatare/evaluare', 'Prahova', 'Izvoarele', 'Valea Mare', 'Izvoarele si Maneciu', 'P&manteni', 'paraului', 'producdnd', 'Valea Mare', 'strada Valea Mare —Dobresti.\n\n', 'paraului Valea Mare', 'Judetul Prahova', 'Judetul Prahova', 'erodari de', 'Izvoarele', 'paraul Valea Mare', 'Prahova']",[]
152,28.Teisani-proces%20verbal%20nr.%203343%20din%2025.08.2018.pdf,28.Teisani-proces%20verbal%20nr.%203343%20din%2025.08.2018.txt,03.07.2018,Teisani,"['ROMANIA', 'Teisani', 'Teisani', 'Teisani', 'judetul Prahova', 'Teisani', 'Valea Stilpului\n\n', 'Paraului Stilpu', 'Olteni', 'Paraului Stilpu', 'DC 17 peo lungime de cca5 km', 'Bughea de Sus', 'Stubeiu', 'DC17', 'km 6+0.000', 'paraului Bughea', 'Muscel', 'Valea Stilpului si Olteni', 'Stubeiu', 'domeniul A4 si va actiona\n\nconform concluzilor acesteia.', 'tehnicé', 'Prahova', 'Prahova', 'erodari de', 'Bughea de Sus', 'Teisani', 'Mr']",[]
153,2809%20din%2018.05.2017.pdf,2809%20din%2018.05.2017.txt,18.05.2017,Singeru,"['ROMANIA', 'Singeru', 'Prahova', 'Singeru', 'judetul Prahova', 'Tisa', 'pietonal si', 'DC 71', 'punctul Balaceni', 'DC 71', 'Singeru', 'DC 71', 'punct Balaceni', 'erodari de', 'Sangeru', 'Sangeru', 'Sangeru', 'Singeru', 'Sing']",[]
154,2820%20din%2002.08.2017.pdf,2820%20din%2002.08.2017.txt,02.08.2017,Teisani,"['ROMANIA', 'Teisani', 'Prahova', 'Teisani', 'Valea Stilpului\n\n', 'Olteni', 'Valea Stalpului si Teisani', 'Olteni', 'DC 17', 'fagase', 'Stalpu', 'Cot Iepure', 'Stubeiu', 'DC 144', 'Slanic-Teigsani', 'fagase', 'DC17', 'km 6+0.000', 'paraului Bughea', 'paraul Stalpul', 'Olteni si Valea Stalpului', 'Ialomita', 'paraul Stalpul', 'Teisani', 'judetul Prahova', 'Prahova', 'erodari de', 'DJ 100 N', 'Teigsani']",[]
155,2866.pdf,2866.txt,2007,PRIMARIA Te,"['ROMANIA', 'PRIMARIA Te', 'Drumul', 'Valcel', 'Valcel', 'Roghina', 'Soresti', 'Garii', 'Erica', 'ZONA SILISTEA', 'Silistea', 'Schiulesti_ceea', 'Silistea']","['Cot,Posta, Varf.\n\n']"
156,2878.pdf,2878.txt,18.05.2015,Varbilau,"['ROMANIA', 'Varbilau\n\nUrmare adreselor', 'V&rbilau', 'Poiana Varbilau', 'Valea Bisericii', 'Maruntu', 'Prahova', 'erodari de', 'Varbilau']",[]
157,289-02.03.2015.pdf,289-02.03.2015.txt,02.03.2015,Prahova,"['ROMANIA', 'Prahova\n\n> Primar', 'Prahova', 'erodari de', 'Prahova', 'Prahova']",[]
158,2894%20din%2017.05.2017.pdf,2894%20din%2017.05.2017.txt,17.05.2017,Sotrile,"['ROMANIA', 'Sotrile', 'Plaiul Campinii', 'Mentionam', 'Prahova', 'erodari de']",[]
159,2899%20din%2026.05.2016.pdf,2899%20din%2026.05.2016.txt,26.05.2016,scrisd,"['ROMANIA', 'scrisd', 'Prahova', 'erodari de']",[]
160,29.Provita%20de%20sus%20-proces%20verbal%20nr.%204153%20din%2025.08.2018.pdf,29.Provita%20de%20sus%20-proces%20verbal%20nr.%204153%20din%2025.08.2018.txt,25.08.2018,Prahova,"['ROMANIA', 'Prahova', 'Mandau', 'paraului Provita', 'Prahova', '.S.U. Prahova', 'erodari de', 'Medias', 'paraul Provija', 'Prahova']",[]
161,29130%20din%2010.11.2016.pdf,29130%20din%2010.11.2016.txt,10.11.2016,Slt,"['ROMANIA', 'Slt', 'Prahova', 'Campina', 'DJ207', 'Campina', 'DJ207', 'DJ 207 si\nparapetul metalic', 'CAmpina', 'DJ207', 'DJ207', 'Prahova', 'erodari de', 'DJ207', 'DJ207', 'DJ207', 'DJ207', 'DJ 207', 'Prahova']",[]
162,2924.pdf,2924.txt,iarna anului 2009-2010,Mentionam,"['ROMANIA', 'Mentionam', 'Schela']","['Cultura, Culte si Patrimoniu Cultural']"
163,2960%20din%2015.03.2018.pdf,2960%20din%2015.03.2018.txt,15.03.2018,Prahova,"['ROMANIA', 'Prahova', 'Ceptura\n\nA', 'Ceptura de Sus', 'DJ 102N', 'Dutu', 'Soimesti', 'DJ 102N', 'DJ 102 N', 'satul Soimesti', 'DJ 102N', 'Micsunel', 'si noapte', 'Rotari', 'Ceptura de Sus', 'Popa intre km 5+', 'Soimesti', 'Corfari', 'Livada', 'DJ 102 N', 'Soimesti', 'DJ 102 N', 'Ceptura de Sus', 'Valea Manastirii', 'Valea Manastirii', 'frontul alunecarii', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'DJ 102 N', 'Prahova']",[]
164,29609.pdf,29609.txt,06.11.2015,Sinaia,"['ROMANIA', 'Sinaia', 'DJ 713', 'Drumul judetean DJ 713', 'Zona km 3+300:\n\nAlunecare de teren', 'Zona km 3+400:\n\nAlunecare de teren', 'Zona km 4+200:\n\nAlunecare de teren', 'DJ 713', 'judetului', 'Prahova', 'judetul Dambovita', 'Prahova', 'Prahova', 'Sinaia', 'siguranté', 'P.T.', 'M.L.P.A.T./M.D.R.A.P.']",[]
165,2972.pdf,2972.txt,17.06.2015,Prahova,"['ROMANIA', 'Prahova', 'Prahova', 'Cerasu\n\nA', 'Cerasu', 'satul Slon', 'versantul.\n\n', 'Drajna', 'Batrani', 'judetul Prahova', 'Prahova', 'erodari de', 'Prahova', 'Cerasu', 'Prahova', 'Prahova', 'Sing']",[]
166,2977%20din%2012.04.2016.pdf,2977%20din%2012.04.2016.txt,06.04.2016,Ceptura,"['ROMANIA', 'Ceptura\n\nfn', 'Prahova', 'Ceptura\n\nA', 'Ceptura', 'Ceptura de Sus', 'Soimesti', 'Micsunel', 'Soimesti', 'Iordache', 'Prahova', 'erodari de', 'Prahova']",[]
167,2988%20din%2012.06.2017.pdf,2988%20din%2012.06.2017.txt,12.06.2017,judetul Prahova,"['ROMANIA', 'judetul Prahova', 'Nucgoara de Jos', 'Valea Rancezilor', 'paraului Valea Rancezului', 'fagase', 'Vuleanizare', 'punctul Borsari', 'Chicioreni', 'Prahova', 'Prahova', '.G.A. Prahova', 'erodari de', 'Valea\nRancezului\n\nR&spund', 'Sing', 'u_ieh']",[]
168,3.Drajna-proces%20verbal%20nr.6116%20din%2029.06.2018.pdf,3.Drajna-proces%20verbal%20nr.6116%20din%2029.06.2018.txt,29.06.2018,Drajna,"['ROMANIA', 'Drajna\n\nUrmare', 'Drajna', 'Drajna de Sus\n\n1', 'strada Alunilor', 'malul stang al paraului Drajna', 'DJ 230', 'Str Intrarea Izlazului (drum balastat', 'paraul Drajna', 'paraul Drajna', 'Rusinaru', 'Drajna', 'Drajna de Jos', 'strada Libertdtii si strada Lalelelor in', 'Drajna', 'imediata vecinatete a zonei de eroziune.\n\n', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de']",['Stubeului -zona Rusinaru']
169,30.Ceptura-proces%20verbal%20nr.%207340%20din%2021.08.2018.pdf,30.Ceptura-proces%20verbal%20nr.%207340%20din%2021.08.2018.txt,21.08.2018,Prahova,"['Prahova', 'Ceptura\n\nA', 'Ceptura', 'Micsunel', 'DJ 102N. La locuinta doamnei Babanau Filfteia situata !', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Prahova', 'Prahova', 'Sing', 'Ly\n\n']",[]
170,3006%20din%2027.03.2017.pdf,3006%20din%2027.03.2017.txt,27.03.2017,PRIMARIA ORASULUI COMARNIC,"['ROMANIA', 'PRIMARIA ORASULUI COMARNIC', 'Str. Republicii nr.104', '.G.A. Prahova', 'Comarnic', 'judetul Prahova', 'orasului Comarnic', 'D.N.1.', 'strada Secariei', 'D.N.1', 'Sinaia', 'Comarnic', 'Prahova', 'Prahova', 'erodari de', 'DN 1', 'DN 1']",[]
171,3028%20din%2012.04.2018.pdf,3028%20din%2012.04.2018.txt,12.04.2018,Cornu,"['ROMANIA', 'Cornu', 'judetul Prahova', 'Cornu de Sus', 'Cornu de Sus', 'strada Grindului', 'Cornu de Jos', 'strada Malul Prahovei', 'punctul Tudose', '’Cornu de Jos”', 'strada Malul Prahovei', 'strada Balitei', 'afecténd', 'Cornu de Jos', 'strada Balitei', 'afecténd', 'satul Cornu de Jos', 'strada Corul I', 'Cornu de Jos', 'strada Carol I, in punctul *Lupescu”', 'Cornu de Jos', 'strada Provincenu', 'afecténd', 'Prahova', 'Prahova', 'erodari de']",[]
172,3045%20din%2012.04.2018.pdf,3045%20din%2012.04.2018.txt,12.04.2018,Drajna,"['ROMANIA', 'Drajna\n\nUrmare', 'Faget', 'strada Stubeului', 'Rusinaru', 'versantul mal', 'Drajna', 'Rusinaru', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'Drajna']",[]
173,3045%20din%2014.12.2015.pdf,3045%20din%2014.12.2015.txt,14.12.2015,DC 143,"['ROMANIA', 'DC 143', 'Stefesti-Bertea', 'Varbilau', 'DC143', 'DC\n', 'culeea Bertea $i apararea de mal existent', 'DC 143', 'Varbilau', 'DC 143', 'Drumul local', 'Varbilau', 'Prahova', 'Varbilau', 'Prahova', 'erodari de', 'Varbilau', 'lalomita', 'DC143', 'DC 143', 'Prahova']",[]
174,3057%20din%2030.05.2017.pdf,3057%20din%2030.05.2017.txt,30.05.2017,TELEGA,"['ROMANIA', 'TELEGA', 'Nr.3057', 'Telega', 'nr.', 'Telega', 'judetul Prahova', 'Telega', 'Telega', 'Telega', 'DJ 100 E', 'Telega', 'Prahova', 'Prahova', 'erodari de', 'Telega', 'Telega', 'Telega']",[]
175,3060%20din%2011.04.2016.pdf,3060%20din%2011.04.2016.txt,11.04.2016,Prahova,"['ROMANIA', 'Prahova', 'DJ207', 'Plaiul Campinei', 'DJ207', 'DC142', 'Valea Fiarelor', 'Valea Fiarelor', 'Vistieru', 'DJ207', 'Jatime', 'Nistoresti', 'Campina', 'Prahova', 'erodari de', 'DJ207', 'DJ207', 'DJ207', 'DJ207']",[]
176,31.%20Tinosu-proces%20verbal%20nr.%203340%20din%2021.08.2018.pdf,31.%20Tinosu-proces%20verbal%20nr.%203340%20din%2021.08.2018.txt,21.08.2018,Tinosu,"['ROMANIA', 'Tinosu', 'Prahova', 'erodari de']",[]
177,3115%20din%2028.09.2016.pdf,3115%20din%2028.09.2016.txt,22.09.2016,Teisani,"['ROMANIA', 'Teisani', 'Prahova', 'Teisani', 'judetul Prahova', 'Valea Stilpului', 'malul stang al', 'malul stang al', 'Olteni', 'malul stang al', '-Punctul Dragan Nicolae', 'malul stang al', 'Paraului', 'Stubeiu', 'DC 144', 'Bratocea', 'fagase', 'Valea Albului', 'Tay Wy\n\nhws', 'Prahova', 'erodari de', 'Tacepand', 'Teigani', '|\n\n” ‘\n\nunul', '{ S.G.-A. Brahova\nIng', 'iceprimar']",[]
178,3126-31.03.2015.pdf,3126-31.03.2015.txt,16.03.2015,Judetul Prahova nr. 8,"['ROMANIA', 'Judetul Prahova nr. 8', 'Judefului Prahova', 'Prahova', 'Cornu', 'DJ205G', 'punctul Swisscaps-Aenova', 'Cornu', 'strada Sindii', 'Cornu de Jos', 'punctul Francu', 'strada Valea Oprii', 'DC 6', 'Cornu de Jos', 'Balita', 'strada Balifei', 'Cornu de Sus', 'strada Mihai Viteazul', 'Cornu de Sus', 'intersectiei Aleea Valea Rea cu strada Pomilor', 'Aleea Valea Rea', 'Cornu de Jos', 'strada Topsenilor', 'Cornu de Jos', 'strada Topsenilor', 'versantul opus Manastirii', 'Valea Campinitei', 'Cornu de Jos', 'Aleea Cucului', 'Cornu de Sus', 'Valea lui Saracil&” cat si a fenomenelor meteorologice', 'Cornu', 'versantul opus terenului de sport.\n\n', 'Prahova', 'erodari de', 'DJ205G', 'Cornu', 'strizi', 'DJ205G', 'DJ10IR', 'Prahova']",[]
179,3162%20din%2016.08.2017.pdf,3162%20din%2016.08.2017.txt,16.08.2017,Predeal Sarari,"['ROMANIA', 'Predeal Sarari', 'Predeal Sarari', 'judetul Prahova', 'Predeal Sarari', 'Predeal', 'DJ 219', 'Predeal Sarari', 'Bobicesti', 'Predeal Sarari', 'Predeal Sarari', 'Predeal Sarari', 'Prahova', 'erodari de\n', 'Predeal Sarari']",[]
180,3171%20din%2012.05.2017.pdf,3171%20din%2012.05.2017.txt,12.05.2017,Prahova,"['ROMANIA', 'Prahova\n\n', 'raului Cricovului Sarat si-', 'DC 60', 'DC 60', 'Cricovul Sarat', 'DC 60', 'raului Cricovul Sarat', 'Judetul Prahova', 'Prahova', 'Prahova', 'erodari de', 'Prahova', 'Prahova']",[]
181,32.%20Alunis-proces%20verbal%20nr.%204938%20din%2007.08.2018.pdf,32.%20Alunis-proces%20verbal%20nr.%204938%20din%2007.08.2018.txt,07.08.2018,Alunis,"['ROMANIA', 'Alunis', 'Alunis', 'Alunis', 'strada Valea Copilului\n(Leonte)', 'DJ 214, zona Gheorghe Bociocanu', 'Alunis', 'Alunis', 'Alunis si', 'Alunis', 'Valea Ciresului', 'malul stang al paraului Valea\nCiresului si', 'Dn 800 mm', 'Alunis', 'Stramba', 'Stramba', 'Ostrovu', 'DJ 101 T 1a podul peste paraul Varbilau albia', 'Alunis', 'Prahova', 'erodari de', 'Alunis', 'Ghioaca', 'Alunis', 'DJ 214 si punerea in siguranta']",[]
182,3214-05.03.2015.pdf,3214-05.03.2015.txt,11.02.2015,Judetul Prahova nr. 8,"['ROMANIA', 'Judetul Prahova nr. 8', 'Prahova', 'Baltesti', 'Podenii Vechi', 'Valea Scurta”', 'fagase', 'gospodaria', 'nr.298', 'Prahova', '.G.A. Prahova', 'erodari de', 'siguranté', 'St. Frusinoiu Valentin\n\nPit', 'Prahova', 'Prahova']",[]
183,3226.pdf,3226.txt,08.07.2015,Soimari,"['ROMANIA', 'Soimari', 'Prahova', 'Soimari', 'Soimari', 'Sarata', 'Magura', 'Soimari', 'Sarata', 'Sarata', 'malul sténg', 'Soimari', 'Prahova', 'Prahova', 'erodari de', 'Sarata', 'Prahova', 'Prahova']",[]
184,3243%20din%2007.11.2017.pdf,3243%20din%2007.11.2017.txt,22.09.2017,Gura Vadului,"['ROMANIA', 'Gura Vadului\n\nin urma', 'Gura Vadului', 'judetul Prahova', 'Vale', 'DC 73', 'Gura Vadului', 'Prahova', 'Prahova', 'Prahova', 'erodari de', 'DC 73', 'Gura Vadului\n\nFermen: urgent', 'Gura Vadului\n', 'Gura Vadului', 'Gura\nVadului']",[]
185,3286%20din%2007.09.2017.pdf,3286%20din%2007.09.2017.txt,07.09.2017,Gornet,"['ROMANIA', 'Gornet', 'judetul Prahova', 'locuinté cuplaté P+M', 'Prahova', 'Prahova', 'erodari de\n']",[]
186,3290-16.04.2015.pdf,3290-16.04.2015.txt,16.04.2015,Prahova,"['ROMANIA', 'Prahova', 'orasului Slanic', 'strada Stefan cel Mare', 'paraul Slanic', 'strada Stefan cel Mare', 'strada Stefan cel Mare', 'punctul Saulea datorité paraului Valea Muscelului', 'propriet&tii', 'malul stang al paraului Valea Muscelului', 'Valea\nMuscelului', 'Prahova', 'erodari de', 'strada Stefan', 'Prahova']",[]
187,33.%20Gura%20Vitioarei-proces%20verbal%20nr.5030%20din%2022.08.2018.pdf,33.%20Gura%20Vitioarei-proces%20verbal%20nr.5030%20din%2022.08.2018.txt,22.08.2018,Gura Vitioarei,"['ROMANIA', 'Gura Vitioarei\n\nUrmare', 'Bughea de Jos', 'DC 17', 'Bughea', 'Bughea de Jos', 'DC 17', 'Bughea de Jos', 'DC 17', 'Bughea de Jos', 'DC 17', 'Bughea de Sus', 'com Teisani', 'Judetul Prahova', 'Judetul Prahova', 'erodari de']",[]
188,3317%20din%2005.10.2016.pdf,3317%20din%2005.10.2016.txt,05.10.2016,Prahova,"['ROMANIA', 'Prahova', 'Gornet', 'judetul Prahova', 'DC44 (balastat', 'DJ231', 'Nucet', 'Valenii de Munte', 'DC44', 'DC 44', 'DC44', '500m si\nreprofila drumul prin balastare pe o lungime de aprox', 'Prahova', 'erodari de', 'Prahova']",[]
189,3321%20din%2013.10.2016.pdf,3321%20din%2013.10.2016.txt,12.10.2016,Teisani,"['ROMANIA', 'Teisani', 'Prahova', 'Teigani', 'judetul Prahova', 'Teisani', 'Valea Albului', 'Olteni', 'Valea Stilpului', 'Prahova', 'erodari de', 'Olteni si Valea Stélpului', 'Valea Albului', 'Teisani']",[]
190,3341%20din%2021.04.2016.pdf,3341%20din%2021.04.2016.txt,21.04.2016,Soimari,"['ROMANIA', 'Soimari', 'Prahova', 'Judetul Prahova nr. 8', 'Prahova', 'Soimari', 'Lopatnita', 'DC 47', 'talvegului paraului', 'DC 47', 'Lopatnita', 'Lopatnita', 'DC 47', 'Lopatnita', 'Prahova', 'erodari de', 'DC 47', 'DC 47']",[]
191,33431%20din%2019.12.2017.pdf,33431%20din%2019.12.2017.txt,22.11.2017,Campina,"['ROMANIA', 'Campina', 'Prahova', 'Campina', 'judetul Prahova', 'Campina', 'strada Aleea Gornistului', 'activitd{ilor de urmarire curentd', 'Prahova', '.G.A. Prahova', 'erodari de', 'Prahova']",[]
192,3364%20din%2001.09.2016.pdf,3364%20din%2001.09.2016.txt,25.08.2016,Prahova,"['ROMANIA', 'Prahova', 'Starchiojd', 'judetul Prahova', 'paraul Stamnic', 'zona Targ Comunal', 'paraul Benia', 'paraul Benia', 'paraul Bradet', 'paraul Bradet', 'paraul Bradet', 'Starchiojd', 'judetul Prahova', 'Prahova', 'Sie', 'erodari de', 'Starchiojd', 'Prahova']",[]
193,34.%20Starchiojd-proces%20verbal%20nr.%202852%20din%2027.06.2018.pdf,34.%20Starchiojd-proces%20verbal%20nr.%202852%20din%2027.06.2018.txt,27.06.2018,Prahova,"['Prahova', 'Targului Comunal Sat Starchiojd', 'DC 59 A', 'Stamnic', 'Valea Anei', 'DC 59 A', 'fagase', 'Valea\nAnei', 'Valea Anei', 'Stamnic', 'insumata', 'Rotarea', 'fagase', 'Bradet', 'paraului Bradet', 'Starchiojd', 'strada Benia', 'Valea Benia', 'strada Benia', 'Dutari', 'Valea Benia', 'judetul Prahova', 'paraul Bradet', 'Starchiojd', '~1.J.C. Prahova', 'erodari\n', 'Prahova']",[]
194,3433-02.03.2015.pdf,3433-02.03.2015.txt,20.01.2015,Prahova,"['ROMANIA', 'Prahova\n\n«Ing. Jilaveanu Alexandru', 'orasului Urlati', 'cartierului Arionestii Vechi', 'LEA', 'Judetul Prahova', 'Judetul Prahova', 'Prahova', 'erodari de', 'cartierului Arionestii Vechi', 'Muntenia Nord', 'Prahova', 'Prahova', 'Viceprimph']",[]
195,3434.pdf,3434.txt,08.07.2015,Prahova,"['ROMANIA', 'Prahova', 'Valea Stupinii', 'DC35', 'Ungureni', 'Nucgoara de Jos si Nucsoara de Sus', 'DC 136', 'Prahova', 'erodari de']",[]
196,3479.pdf,3479.txt,24.07.2015,Prahova,"['ROMANIA', 'Prahova', 'DJ 219', 'Predeal', 'Predeal Sarari', 'Zambroaia', 'Zambroaia', 'Predeal', 'locuinté', 'siguranté', 'Predeal Sarari', 'DJ 219', '.G.A. Prahova', 'erodari de', 'Sing', 'Predeal Sarari ZoN ANE\n\nPrimar,']",[]
197,3496%20din%2029.08.2017.pdf,3496%20din%2029.08.2017.txt,29.08.2017,Carbunesti,"['ROMANIA', 'Carbunesti', 'Prahova', 'Carbunesti', 'judetul Prahova', 'Carbunesti', 'si dislocari ale\ntrotuarelor', 'Carbunesti', 'Prahova', 'Prahova', 'erodari de', 'proprictarilor', 'Prahova']",[]
